Symbol,Company Name,Industry,Market Cap
EOLS,Evolus,Pharmaceuticals,542997664
EOSE,Eos Energy Enterprises,Electrical Equipment & Parts,183573231
EP,Empire Petroleum,Oil & Gas E&P,274240323
EPAC,Enerpac Tool Group,Machinery,1201213658
EPAM,EPAM Systems,IT Services,24499895518
EPC,Edgewell Personal Care Company,Personal Products,2246193752
EPD,Enterprise Products Partners,"Oil, Gas & Consumable Fuels",56375535008
EPHY,Epiphany Technology Acquisition,Blank Check / SPAC,503969220
EPIX,ESSA Pharma,Biotechnology,135304420
EPM,Evolution Petroleum,"Oil, Gas & Consumable Fuels",225734635
EPR,EPR Properties,Equity Real Estate Investment Trusts ...,3971278535
EPRT,Essential Properties Realty Trust,Equity Real Estate Investment Trusts ...,3431687886
EPSN,Epsilon Energy,"Oil, Gas & Consumable Fuels",140322576
EPWR,Empowerment & Inclusion Capital I,Blank Check / SPAC,341549980
EPZM,Epizyme,Biotechnology,249968556
EQ,Equillium,Biotechnology,85004229
EQBK,Equity Bancshares,Banks,512357308
EQC,Equity Commonwealth,Equity Real Estate Investment Trusts ...,2982397805
EQD,Equity Distribution Acquisition,Blank Check / SPAC,515947519
EQH,Equitable Holdings,Diversified Financial Services,10795405221
EQHA,EQ Health Acquisition,Blank Check / SPAC,270875000
EQIX,Equinix,Equity Real Estate Investment Trusts ...,63596896519
EQNR,Equinor ASA,"Oil, Gas & Consumable Fuels",1.14999E+11
EQOS,EQONEX,Capital Markets,38546941
EQR,Equity Residential,Equity Real Estate Investment Trusts ...,29531286241
EQRX,"EQRx, Inc.",Biotechnology,2780249082
EQS,Equus Total Return,Capital Markets,27306562
EQT,EQT Corporation,"Oil, Gas & Consumable Fuels",15349515639
EQX,Equinox Gold,Metals & Mining,1268691831
ERAS,Erasca,Biotechnology,1100377694
ERES,East Resources Acquisition Co.,Blank Check / SPAC,432112510
ERF,Enerplus,"Oil, Gas & Consumable Fuels",3194551180
ERIC,Ericsson,Communications Equipment,25338626046
ERIE,Erie Indemnity Company,Insurance,11411224440
ERII,Energy Recovery,Machinery,1257441234
ERJ,Embraer,Aerospace & Defense,1990776937
ERO,Ero Copper,Metals & Mining,929136377
ERYP,Erytech Pharma,Biotechnology,35668515
ES,Eversource Energy,Electric Utilities,31444875544
ESAB,ESAB Corporation,Metal Fabrication,2663721846
ESAC,ESGEN Acquisition,Blank Check / SPAC,348277489
ESBA,"Empire State Realty OP,",Equity Real Estate Investment Trusts ...,2181344000
ESCA,Escalade,Leisure Products,163492512
ESE,ESCO Technologies,Machinery,2025934954
ESEA,Euroseas,Marine,186083715
ESGR,Enstar Group,Insurance,3477343127
ESI,Element Solutions,Chemicals,4761875039
ESLT,Elbit Systems,Aerospace & Defense,10726643954
ESM,ESM Acquisition,Blank Check / SPAC,378496344
ESMT,EngageSmart,Software-Infrastructure,3536400254
ESNT,Essent Group,Thrifts & Mortgage Finance,4589720655
ESP,Espey Manufacturing & Electronics,Electrical Equipment,34167840
ESPR,Esperion Therapeutics,Biotechnology,419939952
ESQ,Esquire Financial Holdings,Banks,301200264
ESRT,Empire State Realty Trust,Equity Real Estate Investment Trusts ...,2237986032
ESS,Essex Property Trust,Equity Real Estate Investment Trusts ...,18945354926
ESSA,ESSA Bancorp,Thrifts & Mortgage Finance,193655596
ESSC,East Stone Acquisition,Blank Check / SPAC,73832872
ESTA,Establishment Labs Holdings,Health Care Equipment & Supplies,1583382846
ESTC,Elastic,Software,8377823673
ESTE,Earthstone Energy,"Oil, Gas & Consumable Fuels",1473690687
ET,Energy Transfer LP,"Oil, Gas & Consumable Fuels",33555366606
ETAC,E.merge Technology Acquisition,Blank Check / SPAC,764292604
ETD,Ethan Allen Interiors,"Furnishings, Fixtures & Appliances",637982725
ETN,Eaton,Electrical Equipment,59087804406
ETNB,89bio,Biotechnology,150643440
ETON,Eton Pharmaceuticals,Pharmaceuticals,74790642
ETR,Entergy,Electric Utilities,24026716361
ETRN,Equitrans Midstream,"Oil, Gas & Consumable Fuels",3795489141
ETSY,"Etsy, Inc.",Internet & Direct Marketing Retail,14204263597
ETWO,E2open Parent Holdings,Software-Application,2240239031
EUCR,Eucrates Biomedical Acquisition,Blank Check / SPAC,133918035
EURN,Euronav NV,"Oil, Gas & Consumable Fuels",3084268516
EVA,Enviva,"Oil, Gas & Consumable Fuels",4943729096
EVAX,Evaxion Biotech,Biotechnology,72216111
EVBG,Everbridge,Software,1287441968
EVBN,Evans Bancorp,Banks,201616919
EVC,Entravision Communications,Media,442143419
EVCM,EverCommerce,Software-Infrastructure,2499793560
EVE,EVe Mobility Acquisition,Blank Check / SPAC,343698810
EVER,EverQuote,Interactive Media & Services,353841192
EVEX,Eve Holding,Aerospace & Defense,2088222784
EVFM,Evofem Biosciences,Pharmaceuticals,29286157
EVGN,Evogene,Biotechnology,44071483
EVGO,"EVgo, Inc.",Specialty Retail,2555358455
EVGR,Evergreen,Blank Check / SPAC,105062000
EVH,Evolent Health,Health Care Technology,3233183335
EVI,EVI Industries,Trading Companies & Distributors,125159000
EVK,Ever-Glory International Group,"Textiles, Apparel & Luxury Goods",19341036
EVLO,Evelo Biosciences,Biotechnology,321559897
EVLV,Evolv Technologies Holdings,Security & Protection Services,450206932
EVO,Evotec SE,Drug Manufacturers-Specialty & Generic,5057302421
EVOJ,Evo Acquisition,Blank Check / SPAC,153755904
EVOK,Evoke Pharma,Pharmaceuticals,11332973
EVOL,Symbolic Logic,Software,17636476
EVOP,EVO Payments,IT Services,2934830271
EVR,Evercore,Capital Markets,3974701966
EVRG,Evergy,Electric Utilities,15685532933
EVRI,Everi Holdings,"Hotels, Restaurants & Leisure",1845065601
EVTC,Evertec,IT Services,2624653894
EVTL,Vertical Aerospace,Aerospace & Defense,1681445464
EW,Edwards Lifesciences,Health Care Equipment & Supplies,65162205892
EWBC,East West Bancorp,Banks,9889554288
EWCZ,European Wax Center,Household & Personal Products,1413373513
EWTX,Edgewise Therapeutics,Biotechnology,514927843
EXAI,Exscientia,Biotechnology,1413130850
EXAS,Exact Sciences,Biotechnology,8287036659
EXC,Exelon,Electric Utilities,44062408219
EXEL,Exelixis,Biotechnology,6867064574
EXFY,Expensify,Software-Application,1738921465
EXK,Endeavour Silver,Metals & Mining,715834371
EXLS,ExlService Holdings,IT Services,5712904278
EXN,Excellon Resources,Other Industrial Metals & Mining,15037128
EXP,Eagle Materials,Construction Materials,4865094899
EXPD,Expeditors International of Washington,Air Freight & Logistics,16894456992
EXPE,Expedia Group,Internet & Direct Marketing Retail,16639807679
EXPI,eXp World Holdings,Real Estate Management & Development,2585896101
EXPO,Exponent,Professional Services,5061933985
EXPR,Express,Specialty Retail,146690638
EXR,Extra Space Storage,Equity Real Estate Investment Trusts ...,27916104960
EXTN,Exterran,Energy Equipment & Services,128929050
EXTR,Extreme Networks,Communications Equipment,1757976813
EYE,National Vision Holdings,Specialty Retail,2589216515
EYEN,Eyenovia,Pharmaceuticals,57737993
EYES,Second Sight Medical Products,Health Care Equipment & Supplies,80985910
EYPT,EyePoint Pharmaceuticals,Pharmaceuticals,360048061
EZFL,EzFill Holdings,Software-Application,20578693
EZGO,EZGO Technologies,Recreational Vehicles,10491350
EZPW,EZCORP,Consumer Finance,512732238
F,Ford Motor Company,Automobiles,64042418468
FA,First Advantage,Specialty Business Services,2198936714
FACA,Figure Acquisition I,Blank Check / SPAC,404553309
FACT,Freedom Acquisition I,Blank Check / SPAC,426075000
FAF,First American Financial,Insurance,5842446355
FAMI,Farmmi,Food Products,26559849
FANG,Diamondback Energy,"Oil, Gas & Consumable Fuels",21359258780
FANH,Fanhua,Insurance,250847182
FARM,Farmer Brothers Company,Food Products,98881821
FARO,FARO Technologies,"Electronic Equipment, Instruments & C...",659671101
FAST,Fastenal Company,Trading Companies & Distributors,30676364165
FAT,FAT Brands,"Hotels, Restaurants & Leisure",156562680
FATBB,FAT Brands,"Hotels, Restaurants & Leisure",146283069
FATE,Fate Therapeutics,Biotechnology,3276670370
FATH,Fathom Digital Manufacturing,Shell Companies,477319047
FATP,Fat Projects Acquisition,Blank Check / SPAC,144175490
FAZE,FaZe Holdings,Internet Content & Information,1317210877
FBC,Flagstar Bancorp,Thrifts & Mortgage Finance,2159331659
FBHS,Fortune Brands Home & Security,Building Products,8753467053
FBIO,Fortress Biotech,Biotechnology,131043864
FBIZ,First Business Financial Services,Banks,286910907
FBK,FB Financial,Banks,2001857130
FBMS,The First Bancshares,Banks,698882104
FBNC,First Bancorp,Banks,1283182256
FBP,First BanCorp - Puerto Rico,Banks,2881096864
FBRT,Franklin BSP Realty Trust,REIT-Mortgage,1286140151
FBRX,Forte Biosciences,Biotechnology,18082592
FC,Franklin Covey Company,Professional Services,733578470
FCAP,First Capital,Banks,99978654
FCAX,Fortress Capital Acquisition,Blank Check / SPAC,495500000
FCBC,First Community Bancshares,Banks,517010761
FCCO,First Community,Banks,138923326
FCEL,FuelCell Energy,Electrical Equipment,1703047946
FCF,First Commonwealth Financial,Banks,1356381293
FCFS,FirstCash Holdings,Consumer Finance,3538510832
FCN,FTI Consulting,Professional Services,5489017498
FCNCA,First Citizens BancShares,Banks,12683388360
FCPT,Four Corners Property Trust,Equity Real Estate Investment Trusts ...,2357494264
FCRD,First Eagle Alternative Capital BDC,Asset Management,100238693
FCUV,Focus Universal,"Electronic Equipment, Instruments & C...",703670037
FCX,Freeport-McMoRan,Metals & Mining,43743702691
FDBC,Fidelity D&D Bancorp,Banks,223533225
FDMT,4D Molecular Therapeutics,Biotechnology,348191854
FDP,Fresh Del Monte Produce,Food Products,1356065464
FDS,FactSet Research Systems,Capital Markets,16101071200
FDUS,Fidus Investment,Capital Markets,487232861
FDX,FedEx,Air Freight & Logistics,59678832198
FE,FirstEnergy,Electric Utilities,21807290251
FEAM,5E Advanced Materials,Specialty Chemicals,704410321
FEDU,Four Seasons Education (Cayman),Diversified Consumer Services,36105960
FEIM,Frequency Electronics,"Electronic Equipment, Instruments & C...",61358880
FELE,Franklin Electric Co.,Machinery,4261150892
FEMY,Femasys,Medical Instruments & Supplies,25753648
FENC,Fennec Pharmaceuticals,Biotechnology,183968361
FENG,Phoenix New Media,Interactive Media & Services,60295041
FERG,Ferguson,Industrial Distribution,26215861967
FET,Forum Energy Technologies,Energy Equipment & Services,145541222
FEXD,Fintech Ecosystem Development,Blank Check / SPAC,145118777
FF,FutureFuel,Chemicals,319471360
FFBC,First Financial Bancorp,Banks,2097707870
FFBW,"FFBW, Inc.",Thrifts & Mortgage Finance,70649263
FFHL,Fuwei Films (Holdings) Co.,Chemicals,28902684
FFIC,Flushing Financial,Banks,653863778
FFIE,Faraday Future Intelligent Electric,Automobiles,1040226680
FFIN,First Financial Bankshares,Banks,6326058828
FFIV,F5 Networks,Communications Equipment,10147150768
FFNW,First Financial Northwest,Banks,141555106
FFWM,First Foundation,Banks,1127738040
FGBI,First Guaranty Bancshares,Banks,254631168
FGEN,FibroGen,Biotechnology,1341618179
FGF,FG Financial Group,Insurance,14380900
FGI,FGI Industries,"Furnishings, Fixtures & Appliances",30956450
FGMC,FG Merger,Blank Check / SPAC,89018800
FHB,First Hawaiian,Banks,3340490788
FHI,Federated Hermes,Asset Management,3029477174
FHLT,Future Health ESG,Blank Check / SPAC,249000000
FHN,First Horizon,Banks,12280319987
FHS,First High-School Education Group Co.,Education & Training Services,25906847
FHTX,Foghorn Therapeutics,Biotechnology,676132446
FIAC,Focus Impact Acquisition,Blank Check / SPAC,287212470
FIBK,First Interstate BancSystem,Banks,4346419010
FICO,Fair Isaac,Software,12376377002
FICV,Frontier Investment,Blank Check / SPAC,243875000
FIGS,"FIGS, Inc.",Apparel Manufacturing,2176793333
FINM,Marlin Technology,Blank Check / SPAC,511807519
FINV,FinVolution Group,Consumer Finance,1266305773
FINW,FinWise Bancorp,Banks-Regional,136450032
FIP,FTAI Infrastructure,Conglomerates,273296542
FIS,Fidelity National Information Services,IT Services,59733937830
FISI,Financial Institutions,Banks,400677420
FISV,Fiserv,IT Services,67156323675
FITB,Fifth Third Bancorp,Banks,23473261391
FIVE,Five Below,Specialty Retail,7914552820
FIVN,Five9,Software,8290381134
FIX,Comfort Systems USA,Construction & Engineering,3706414216
FIXX,Homology Medicines,Biotechnology,160105824
FIZZ,National Beverage,Beverages,5080398226
FKWL,Franklin Wireless,Communications Equipment,34666954
FL,Foot Locker,Specialty Retail,2832473780
FLAC,Frazier Lifesciences Acquisition,Blank Check / SPAC,176267439
FLAG,First Light Acquisition Group,Blank Check / SPAC,286637500
FLEX,Flex Ltd.,"Electronic Equipment, Instruments & C...",7924476475
FLFV,Feutune Light Acquisition,Blank Check / SPAC,120948483
FLGC,Flora Growth,Drug Manufacturers-Specialty & Generic,56791920
FLGT,Fulgent Genetics,Health Care Providers & Services,1631603360
FLIC,The First of Long Island Corporation,Banks,434218400
FLL,Full House Resorts,"Hotels, Restaurants & Leisure",234924588
FLME,Flame Acquisition,Blank Check / SPAC,353265625
FLNC,Fluence Energy,Utilities-Renewable,959957965
FLNG,Flex LNG,Marine,1687600306
FLNT,Fluent,Media,108449104
FLO,Flowers Foods,Food Products,5875683598
FLR,Fluor,Construction & Engineering,3461141904
FLS,Flowserve,Machinery,4434413761
FLT,FleetCor Technologies,IT Services,17520784832
FLUX,Flux Power Holdings,Electrical Equipment,50949486
FLWS,1-800-Flowers.com,Internet & Direct Marketing Retail,724318286
FLXS,Flexsteel Industries,Household Durables,99130343
FLYA,Soar Technology Acquisition,Blank Check / SPAC,312800319
FLYW,Flywire,Information Technology Services,2608540998
FMAO,Farmers & Merchants Bancorp,Banks,388968866
FMBH,First Mid Bancshares,Banks,765398509
FMC,FMC Corporation,Chemicals,13467536600
FMIV,Forum Merger IV,Blank Check / SPAC,422298268
FMNB,Farmers National Banc,Banks,480113770
FMS,Fresenius Medical Care AG & Co.,Health Care Providers & Services,11088875641
FMTX,Forma Therapeutics Holdings,Biotechnology,534297531
FMX,Fomento Economico Mexicano,Beverages,72116317984
FN,Fabrinet,"Electronic Equipment, Instruments & C...",3509307984
FNA,Paragon 28,Medical Devices,1491753677
FNB,F.N.B.,Banks,4213960622
FNCB,FNCB Bancorp,Banks,157995051
FNCH,Finch Therapeutics Group,Biotechnology,116044196
FND,Floor & Decor Holdings,Specialty Retail,9859319981
FNF,Fidelity National Financial,Insurance,10725439922
FNGR,FingerMotion,Telecom Services,47944174
FNHC,FedNat Holding Company,Insurance,5748049
FNKO,Funko,Distributors,1036584668
FNLC,"First Bancorp, Inc. - Maine",Banks,332891405
FNV,Franco-Nevada,Metals & Mining,25078657487
FNVT,Finnovate Acquisition,Blank Check / SPAC,217559260
FNWB,First Northwest Bancorp,Banks,161690246
FNWD,Finward Bancorp,Banks-Regional,160319204
FOA,Finance of America Companies,Credit Services,106260201
FOCS,Focus Financial Partners,Capital Markets,2754723156
FOLD,Amicus Therapeutics,Biotechnology,3516042292
FONR,Fonar,Health Care Equipment & Supplies,100163314
FOR,Forestar Group,Real Estate Management & Development,669514099
FORA,Forian,Health Information Services,140294814
FORD,Forward Industries,"Textiles, Apparel & Luxury Goods",17607100
FORG,ForgeRock,Software-Infrastructure,1852496270
FORM,FormFactor,Semiconductors & Semiconductor Equipment,2654136310
FORR,Forrester Research,Professional Services,799964880
FORTY,Formula Systems (1985),IT Services,1531769900
FOSL,Fossil Group,"Textiles, Apparel & Luxury Goods",362886677
FOUN,Founder SPAC,Blank Check / SPAC,356335156
FOUR,Shift4 Payments,IT Services,4271755876
FOX,Fox Corporation,Media,18171111630
FOXA,Fox Corporation,Media,18136560240
FOXF,Fox Factory Holding,Auto Components,4481958910
FOXW,FoxWayne Enterprises Acquisition,Blank Check / SPAC,73822489
FPAC,Far Peak Acquisition,Blank Check / SPAC,687037440
FPAY,FlexShopper,Diversified Financial Services,25278084
FPH,Five Point Holdings LLC,Real Estate Management & Development,576988159
FPI,Farmland Partners,Equity Real Estate Investment Trusts ...,787109314
FR,First Industrial Realty Trust,Equity Real Estate Investment Trusts ...,7032780750
FRAF,Franklin Financial Services,Banks,141504000
FRBA,First Bank,Banks,297347504
FRBK,Republic First Bancorp,Banks,228238238
FRBN,Forbion European Acquisition,Blank Check / SPAC,158283125
FRC,First Republic Bank,Banks,29085449241
FRD,Friedman Industries,Metals & Mining,72433426
FREE,Whole Earth Brands,Packaged Foods,251055276
FREQ,Frequency Therapeutics,Biotechnology,77297841
FREY,FREYR Battery,Electrical Equipment & Parts,1293573802
FRG,Franchise Group,Diversified Consumer Services,1317008666
FRGE,Forge Global Holdings,Software-Application,818367230
FRGI,Fiesta Restaurant Group,"Hotels, Restaurants & Leisure",205275304
FRGT,Freight Technologies,Software-Application,13998841
FRHC,Freedom Holding,Capital Markets,3246835947
FRLA,Fortune Rise Acquisition,Blank Check / SPAC,130388103
FRLN,Freeline Therapeutics Holdings,Biotechnology,55018207
FRME,First Merchants,Banks,2403737767
FRO,Frontline,"Oil, Gas & Consumable Fuels",2424364448
FROG,JFrog,Software,2493746868
FRON,Frontier Acquisition,Blank Check / SPAC,289982590
FRPH,FRP Holdings,Real Estate Management & Development,543556094
FRPT,Freshpet,Food Products,2700131928
FRSG,First Reserve Sustainable Growth,Shell Companies,273044088
FRSH,Freshworks,Software,4546736448
FRST,Primis Financial,Banks,341405270
FRSX,Foresight Autonomous Holdings,Auto Components,44550714
FRT,Federal Realty Investment Trust,Equity Real Estate Investment Trusts ...,8700047974
FRW,PWP Forward Acquisition I,Blank Check / SPAC,260839388
FRXB,Forest Road Acquisition II,Blank Check / SPAC,429624990
FSBC,Five Star Bancorp,Banks-Regional,431150000
FSBW,FS Bancorp,Thrifts & Mortgage Finance,233254853
FSEA,First Seacoast Bancorp,Thrifts & Mortgage Finance,60235370
FSFG,First Savings Financial Group,Banks,170383816
FSI,Flexible Solutions International,Chemicals,30317743
FSK,FS KKR Capital,Capital Markets,6337838997
FSLR,First Solar,Semiconductors & Semiconductor Equipment,11488808776
FSLY,Fastly,IT Services,1486569951
FSM,Fortuna Silver Mines,Metals & Mining,866131202
FSNB,Fusion Acquisition II,Blank Check / SPAC,615000000
FSP,Franklin Street Properties,Equity Real Estate Investment Trusts ...,345324403
